model	subset	seed	position	c_begin	c_end	strategy	layer_range	gamma	w	step_acc_val@1	agent_acc_val@1	step_acc_val@3	agent_acc_val@3	step_acc_test@1	agent_acc_test@1	step_acc_test@3	agent_acc_test@3
qwen3.5-9b	algorithm-generated	40	act/23	1	10	base	-	0.0	-	0.2692307692307692	0.46153846153846156	0.7692307692307693	0.8846153846153846	0.4603174603174603	0.6190476190476191	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/23	1	11	base	-	0.0	-	0.23076923076923078	0.46153846153846156	0.7692307692307693	0.8846153846153846	0.4603174603174603	0.6190476190476191	0.746031746031746	0.9365079365079365
qwen3.5-9b	algorithm-generated	40	act/23	1	19	base	-	0.0	-	0.2692307692307692	0.5384615384615384	0.6538461538461539	0.8461538461538461	0.4603174603174603	0.5873015873015873	0.7301587301587301	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	10	base	-	0.0	-	0.34615384615384615	0.5	0.7307692307692307	0.8846153846153846	0.4603174603174603	0.6190476190476191	0.7777777777777778	0.9365079365079365
qwen3.5-9b	algorithm-generated	38	act/27	1	11	backprop	0-2	0.6	1	0.19230769230769232	0.38461538461538464	0.7307692307692307	0.8461538461538461	0.4603174603174603	0.6507936507936508	0.7142857142857143	0.9365079365079365
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	0-2	0.6	2	0.19230769230769232	0.38461538461538464	0.5384615384615384	0.8076923076923077	0.4603174603174603	0.6190476190476191	0.6349206349206349	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-strong	0-2	0.6	4	0.23076923076923078	0.38461538461538464	0.5384615384615384	0.7692307692307693	0.4603174603174603	0.6190476190476191	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-strong	0-2	0.8	5	0.19230769230769232	0.34615384615384615	0.5769230769230769	0.8076923076923077	0.4603174603174603	0.6507936507936508	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-strong	0-2	1.0	5	0.19230769230769232	0.34615384615384615	0.5769230769230769	0.8076923076923077	0.4603174603174603	0.6349206349206349	0.6031746031746031	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	backprop	0-2	0.8	all	0.19230769230769232	0.34615384615384615	0.5384615384615384	0.7692307692307693	0.4603174603174603	0.6349206349206349	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-strong	0-2	0.8	all	0.19230769230769232	0.34615384615384615	0.5384615384615384	0.7692307692307693	0.4603174603174603	0.6349206349206349	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	0-2	0.8	all	0.19230769230769232	0.34615384615384615	0.5384615384615384	0.7692307692307693	0.4603174603174603	0.6349206349206349	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	2-4	0.6	3	0.23076923076923078	0.38461538461538464	0.5384615384615384	0.7692307692307693	0.4603174603174603	0.6190476190476191	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	4-6	0.6	2	0.19230769230769232	0.38461538461538464	0.5	0.7692307692307693	0.4603174603174603	0.6190476190476191	0.6349206349206349	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	4-6	0.6	3	0.23076923076923078	0.38461538461538464	0.5384615384615384	0.7692307692307693	0.4603174603174603	0.6190476190476191	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	6-8	0.6	2	0.19230769230769232	0.38461538461538464	0.5	0.7692307692307693	0.4603174603174603	0.6190476190476191	0.6349206349206349	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	6-8	0.6	3	0.23076923076923078	0.38461538461538464	0.5384615384615384	0.7692307692307693	0.4603174603174603	0.6190476190476191	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-strong	0-2	1.0	4	0.4230769230769231	0.5769230769230769	0.6923076923076923	0.9230769230769231	0.4603174603174603	0.6349206349206349	0.6825396825396826	0.9206349206349206
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	0-2	0.4	all	0.34615384615384615	0.5769230769230769	0.7307692307692307	0.8846153846153846	0.4603174603174603	0.6031746031746031	0.746031746031746	0.9206349206349206
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-strong	0-2	0.4	all	0.34615384615384615	0.5769230769230769	0.7307692307692307	0.8846153846153846	0.4603174603174603	0.6031746031746031	0.746031746031746	0.9206349206349206
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-near	0-2	0.4	all	0.34615384615384615	0.5769230769230769	0.7307692307692307	0.8846153846153846	0.4603174603174603	0.6031746031746031	0.746031746031746	0.9206349206349206
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	6-8	0.6	1	0.3076923076923077	0.46153846153846156	0.7307692307692307	0.8846153846153846	0.4603174603174603	0.6031746031746031	0.746031746031746	0.9841269841269841
qwen3.5-9b	algorithm-generated	40	act/23	1	18	base	-	0.0	-	0.3076923076923077	0.5384615384615384	0.6538461538461539	0.8461538461538461	0.4444444444444444	0.6190476190476191	0.7301587301587301	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/23	1	20	base	-	0.0	-	0.2692307692307692	0.5384615384615384	0.6153846153846154	0.8461538461538461	0.4444444444444444	0.5714285714285714	0.7301587301587301	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	9	base	-	0.0	-	0.34615384615384615	0.5	0.7307692307692307	0.8846153846153846	0.4444444444444444	0.6031746031746031	0.7936507936507936	0.9365079365079365
qwen3.5-9b	algorithm-generated	40	act/27	1	11	base	-	0.0	-	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	14	base	-	0.0	-	0.3076923076923077	0.5384615384615384	0.7692307692307693	0.9230769230769231	0.4444444444444444	0.6190476190476191	0.7301587301587301	0.9365079365079365
qwen3.5-9b	algorithm-generated	38	act/27	1	11	backprop	0-2	0.2	1	0.15384615384615385	0.38461538461538464	0.5769230769230769	0.7692307692307693	0.4444444444444444	0.6031746031746031	0.6825396825396826	0.9523809523809523
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	0-2	0.8	2	0.19230769230769232	0.4230769230769231	0.5	0.8076923076923077	0.4444444444444444	0.6349206349206349	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	backprop	0-2	0.4	3	0.23076923076923078	0.34615384615384615	0.6153846153846154	0.8076923076923077	0.4444444444444444	0.6031746031746031	0.6666666666666666	0.9206349206349206
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-strong	0-2	0.6	3	0.19230769230769232	0.34615384615384615	0.5384615384615384	0.7692307692307693	0.4444444444444444	0.6190476190476191	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-strong	0-2	1.0	3	0.23076923076923078	0.38461538461538464	0.5769230769230769	0.8461538461538461	0.4444444444444444	0.6349206349206349	0.6031746031746031	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	0-2	0.8	3	0.19230769230769232	0.38461538461538464	0.5384615384615384	0.7692307692307693	0.4444444444444444	0.6349206349206349	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	backprop	0-2	0.6	4	0.2692307692307692	0.38461538461538464	0.6153846153846154	0.8461538461538461	0.4444444444444444	0.6190476190476191	0.6507936507936508	0.9206349206349206
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-strong	0-2	0.6	5	0.23076923076923078	0.38461538461538464	0.5384615384615384	0.7692307692307693	0.4444444444444444	0.6031746031746031	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	0-2	0.6	5	0.23076923076923078	0.38461538461538464	0.5384615384615384	0.7692307692307693	0.4444444444444444	0.6031746031746031	0.6349206349206349	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	0-2	0.8	5	0.19230769230769232	0.34615384615384615	0.5	0.7692307692307693	0.4444444444444444	0.6190476190476191	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	backprop	0-2	0.6	all	0.2692307692307692	0.38461538461538464	0.5769230769230769	0.7692307692307693	0.4444444444444444	0.6031746031746031	0.6349206349206349	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-strong	0-2	0.6	all	0.2692307692307692	0.38461538461538464	0.5769230769230769	0.7692307692307693	0.4444444444444444	0.6031746031746031	0.6349206349206349	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	0-2	0.6	all	0.2692307692307692	0.38461538461538464	0.5769230769230769	0.7692307692307693	0.4444444444444444	0.6031746031746031	0.6349206349206349	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	backprop	2-4	0.2	1	0.15384615384615385	0.38461538461538464	0.5769230769230769	0.7692307692307693	0.4444444444444444	0.6031746031746031	0.7142857142857143	0.9523809523809523
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	2-4	0.6	2	0.19230769230769232	0.38461538461538464	0.46153846153846156	0.7692307692307693	0.4444444444444444	0.6190476190476191	0.6349206349206349	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	2-4	0.8	2	0.19230769230769232	0.4230769230769231	0.5	0.8076923076923077	0.4444444444444444	0.6349206349206349	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	backprop	2-4	0.4	3	0.23076923076923078	0.34615384615384615	0.6538461538461539	0.8461538461538461	0.4444444444444444	0.6190476190476191	0.6666666666666666	0.9523809523809523
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-strong	2-4	0.6	4	0.23076923076923078	0.38461538461538464	0.5384615384615384	0.7692307692307693	0.4444444444444444	0.6031746031746031	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	2-4	0.6	4	0.19230769230769232	0.38461538461538464	0.5384615384615384	0.7692307692307693	0.4444444444444444	0.6031746031746031	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	backprop	2-4	0.6	5	0.23076923076923078	0.38461538461538464	0.6153846153846154	0.8076923076923077	0.4444444444444444	0.6190476190476191	0.6349206349206349	0.9206349206349206
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-strong	2-4	0.6	5	0.19230769230769232	0.34615384615384615	0.5384615384615384	0.7692307692307693	0.4444444444444444	0.6190476190476191	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	2-4	0.6	5	0.19230769230769232	0.34615384615384615	0.5384615384615384	0.7692307692307693	0.4444444444444444	0.6190476190476191	0.6349206349206349	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	2-4	0.8	5	0.19230769230769232	0.34615384615384615	0.5384615384615384	0.7692307692307693	0.4444444444444444	0.6190476190476191	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	backprop	2-4	0.6	all	0.23076923076923078	0.38461538461538464	0.5769230769230769	0.7692307692307693	0.4444444444444444	0.6190476190476191	0.6349206349206349	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-strong	2-4	0.6	all	0.23076923076923078	0.38461538461538464	0.5769230769230769	0.7692307692307693	0.4444444444444444	0.6190476190476191	0.6349206349206349	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	2-4	0.6	all	0.23076923076923078	0.38461538461538464	0.5769230769230769	0.7692307692307693	0.4444444444444444	0.6190476190476191	0.6349206349206349	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	backprop	4-6	0.6	1	0.23076923076923078	0.4230769230769231	0.6538461538461539	0.9615384615384616	0.4444444444444444	0.6825396825396826	0.7301587301587301	0.9523809523809523
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	4-6	0.8	2	0.19230769230769232	0.4230769230769231	0.5	0.8076923076923077	0.4444444444444444	0.6507936507936508	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	backprop	6-8	0.6	1	0.15384615384615385	0.34615384615384615	0.6153846153846154	0.9230769230769231	0.4444444444444444	0.6507936507936508	0.7301587301587301	0.9365079365079365
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	6-8	0.6	4	0.15384615384615385	0.34615384615384615	0.5384615384615384	0.7692307692307693	0.4444444444444444	0.6190476190476191	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-strong	6-8	0.6	5	0.23076923076923078	0.38461538461538464	0.5384615384615384	0.7692307692307693	0.4444444444444444	0.6031746031746031	0.6190476190476191	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	6-8	0.6	5	0.23076923076923078	0.38461538461538464	0.5384615384615384	0.7692307692307693	0.4444444444444444	0.6031746031746031	0.6349206349206349	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	backprop	6-8	0.6	all	0.2692307692307692	0.38461538461538464	0.5384615384615384	0.7692307692307693	0.4444444444444444	0.6031746031746031	0.6349206349206349	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-strong	6-8	0.6	all	0.2692307692307692	0.38461538461538464	0.5384615384615384	0.7692307692307693	0.4444444444444444	0.6031746031746031	0.6349206349206349	0.9047619047619048
qwen3.5-9b	algorithm-generated	38	act/27	1	11	succ-near	6-8	0.6	all	0.2692307692307692	0.38461538461538464	0.5384615384615384	0.7692307692307693	0.4444444444444444	0.6031746031746031	0.6349206349206349	0.9047619047619048
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	0-2	0.0	1	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	0-2	0.2	1	0.34615384615384615	0.5769230769230769	0.7692307692307693	0.9230769230769231	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	0-2	0.4	1	0.34615384615384615	0.5769230769230769	0.6923076923076923	0.8846153846153846	0.4444444444444444	0.6190476190476191	0.746031746031746	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	0-2	0.6	1	0.38461538461538464	0.5384615384615384	0.6538461538461539	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7777777777777778	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-strong	0-2	0.0	1	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-near	0-2	0.0	1	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	0-2	0.0	2	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-strong	0-2	0.0	2	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-near	0-2	0.0	2	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	0-2	0.0	3	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	0-2	0.4	3	0.38461538461538464	0.5769230769230769	0.6923076923076923	0.8846153846153846	0.4444444444444444	0.5714285714285714	0.746031746031746	0.9365079365079365
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	0-2	0.8	3	0.3076923076923077	0.5384615384615384	0.6923076923076923	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9206349206349206
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-strong	0-2	0.0	3	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-strong	0-2	0.4	3	0.38461538461538464	0.5384615384615384	0.6538461538461539	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.746031746031746	0.9206349206349206
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-strong	0-2	0.8	3	0.38461538461538464	0.5769230769230769	0.6538461538461539	0.8846153846153846	0.4444444444444444	0.6190476190476191	0.7301587301587301	0.9682539682539683
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-strong	0-2	1.0	3	0.38461538461538464	0.6153846153846154	0.6538461538461539	0.8846153846153846	0.4444444444444444	0.6507936507936508	0.6984126984126984	0.9206349206349206
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-near	0-2	0.0	3	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	0-2	0.0	4	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	0-2	0.4	4	0.34615384615384615	0.5769230769230769	0.6923076923076923	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7142857142857143	0.9206349206349206
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-strong	0-2	0.0	4	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-strong	0-2	0.4	4	0.3076923076923077	0.5384615384615384	0.6538461538461539	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.746031746031746	0.9206349206349206
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-near	0-2	0.0	4	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-near	0-2	1.0	4	0.38461538461538464	0.5769230769230769	0.6538461538461539	0.8846153846153846	0.4444444444444444	0.6190476190476191	0.6825396825396826	0.9047619047619048
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	0-2	0.0	5	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	0-2	0.4	5	0.34615384615384615	0.5769230769230769	0.6923076923076923	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7301587301587301	0.9047619047619048
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-strong	0-2	0.0	5	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-strong	0-2	0.4	5	0.34615384615384615	0.5769230769230769	0.6923076923076923	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.746031746031746	0.9206349206349206
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-near	0-2	0.0	5	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-near	0-2	0.4	5	0.34615384615384615	0.5769230769230769	0.6923076923076923	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.746031746031746	0.9206349206349206
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	0-2	0.0	all	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-strong	0-2	0.0	all	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-near	0-2	0.0	all	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	2-4	0.0	1	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-strong	2-4	0.0	1	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-near	2-4	0.0	1	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	2-4	0.0	2	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-strong	2-4	0.0	2	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-near	2-4	0.0	2	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	2-4	0.0	3	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-strong	2-4	0.0	3	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-near	2-4	0.0	3	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	2-4	0.0	4	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-strong	2-4	0.0	4	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-near	2-4	0.0	4	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	2-4	0.0	5	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-strong	2-4	0.0	5	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	succ-near	2-4	0.0	5	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
qwen3.5-9b	algorithm-generated	40	act/27	1	11	backprop	2-4	0.0	all	0.2692307692307692	0.5	0.7692307692307693	0.8846153846153846	0.4444444444444444	0.5873015873015873	0.7619047619047619	0.9523809523809523
