model	subset	seed	position	c_begin	c_end	strategy	layer_range	gamma	w	step_acc_val@1	agent_acc_val@1	step_acc_val@3	agent_acc_val@3	step_acc_test@1	agent_acc_test@1	step_acc_test@3	agent_acc_test@3
qwen3.5-9b	hand-crafted	14	act/31	0	17	base	-	0.0	-	0.25	0.8333333333333334	0.25	0.8333333333333334	0.3448275862068966	0.6551724137931034	0.4482758620689655	0.6551724137931034
qwen3.5-9b	hand-crafted	14	act/31	0	18	base	-	0.0	-	0.25	0.8333333333333334	0.25	0.8333333333333334	0.3448275862068966	0.6551724137931034	0.4482758620689655	0.6551724137931034
qwen3.5-9b	hand-crafted	14	act/31	0	19	base	-	0.0	-	0.25	0.8333333333333334	0.25	0.8333333333333334	0.3448275862068966	0.6551724137931034	0.4482758620689655	0.6551724137931034
qwen3.5-9b	hand-crafted	14	act/31	0	20	base	-	0.0	-	0.25	0.8333333333333334	0.25	0.8333333333333334	0.3448275862068966	0.6551724137931034	0.4482758620689655	0.6551724137931034
qwen3.5-9b	hand-crafted	14	act/31_normed	0	3	base	-	0.0	-	0.16666666666666666	0.5	0.25	0.75	0.3448275862068966	0.6206896551724138	0.41379310344827586	0.7931034482758621
qwen3.5-9b	hand-crafted	13	act/31	0	5	backprop	0-2	0.0	1	0.16666666666666666	0.5833333333333334	0.16666666666666666	0.6666666666666666	0.3448275862068966	0.6551724137931034	0.4482758620689655	0.7241379310344828
qwen3.5-9b	hand-crafted	13	act/31	0	5	backprop	0-2	0.1	1	0.16666666666666666	0.5833333333333334	0.16666666666666666	0.5833333333333334	0.3448275862068966	0.6551724137931034	0.41379310344827586	0.6551724137931034
qwen3.5-9b	hand-crafted	13	act/31	0	5	succ-strong	0-2	0.0	1	0.16666666666666666	0.5833333333333334	0.16666666666666666	0.6666666666666666	0.3448275862068966	0.6551724137931034	0.4482758620689655	0.7241379310344828
qwen3.5-9b	hand-crafted	13	act/31	0	5	succ-near	0-2	0.0	1	0.16666666666666666	0.5833333333333334	0.16666666666666666	0.6666666666666666	0.3448275862068966	0.6551724137931034	0.4482758620689655	0.7241379310344828
qwen3.5-9b	hand-crafted	13	act/31	0	5	backprop	0-2	0.0	2	0.16666666666666666	0.5833333333333334	0.16666666666666666	0.6666666666666666	0.3448275862068966	0.6551724137931034	0.4482758620689655	0.7241379310344828
