dataset	model	subset	position	c_begin	c_end	layer_range	w	seed	gamma	step_acc_test	agent_acc_test	step_acc_val	agent_acc_val
traceelephant	qwen3.5-9b	captain	act/23	0	3	6-8	5	23	0.9	0.3023255813953488	0.5813953488372093	0.23529411764705882	0.7058823529411765
traceelephant	qwen3.5-9b	captain	act/23	0	3	6-8	5	23	1.0	0.3023255813953488	0.5813953488372093	0.23529411764705882	0.7058823529411765
traceelephant	qwen3.5-9b	captain	act/23	0	3	6-8	5	24	0.0	0.32558139534883723	0.5813953488372093	0.29411764705882354	0.5882352941176471
traceelephant	qwen3.5-9b	captain	act/23	0	3	6-8	5	24	0.1	0.3488372093023256	0.6046511627906976	0.29411764705882354	0.5882352941176471
traceelephant	qwen3.5-9b	captain	act/23	0	3	6-8	5	24	0.2	0.3488372093023256	0.6046511627906976	0.35294117647058826	0.6470588235294118
traceelephant	qwen3.5-9b	captain	act/23	0	3	6-8	5	24	0.3	0.3488372093023256	0.627906976744186	0.29411764705882354	0.6470588235294118
traceelephant	qwen3.5-9b	captain	act/23	0	3	6-8	5	24	0.4	0.3023255813953488	0.627906976744186	0.29411764705882354	0.6470588235294118
traceelephant	qwen3.5-9b	captain	act/23	0	3	6-8	5	24	0.5	0.27906976744186046	0.6046511627906976	0.29411764705882354	0.6470588235294118
traceelephant	qwen3.5-9b	captain	act/23	0	3	6-8	5	24	0.6	0.27906976744186046	0.627906976744186	0.29411764705882354	0.6470588235294118
traceelephant	qwen3.5-9b	captain	act/23	0	3	6-8	5	24	0.7	0.27906976744186046	0.627906976744186	0.29411764705882354	0.6470588235294118
traceelephant	qwen3.5-9b	captain	act/23	0	3	6-8	5	24	0.8	0.2558139534883721	0.627906976744186	0.29411764705882354	0.6470588235294118
traceelephant	qwen3.5-9b	captain	act/23	0	3	6-8	5	24	0.9	0.2558139534883721	0.627906976744186	0.29411764705882354	0.6470588235294118
traceelephant	qwen3.5-9b	captain	act/23	0	3	6-8	5	24	1.0	0.2558139534883721	0.627906976744186	0.35294117647058826	0.6470588235294118
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	15	0.0	0.30434782608695654	0.6304347826086957	0.16666666666666666	0.5
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	15	0.1	0.32608695652173914	0.6086956521739131	0.2222222222222222	0.5
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	15	0.2	0.30434782608695654	0.6086956521739131	0.2222222222222222	0.5
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	15	0.3	0.2608695652173913	0.5869565217391305	0.2777777777777778	0.5
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	15	0.4	0.2608695652173913	0.5869565217391305	0.2777777777777778	0.5
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	15	0.5	0.2608695652173913	0.5869565217391305	0.2777777777777778	0.5
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	15	0.6	0.2608695652173913	0.5869565217391305	0.2777777777777778	0.5
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	15	0.7	0.2608695652173913	0.5869565217391305	0.2777777777777778	0.5
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	15	0.8	0.2608695652173913	0.6086956521739131	0.2777777777777778	0.4444444444444444
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	15	0.9	0.2608695652173913	0.6086956521739131	0.2777777777777778	0.4444444444444444
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	15	1.0	0.2826086956521739	0.6304347826086957	0.2777777777777778	0.4444444444444444
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	16	0.0	0.30434782608695654	0.6304347826086957	0.16666666666666666	0.6111111111111112
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	16	0.1	0.2608695652173913	0.6521739130434783	0.2222222222222222	0.5555555555555556
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	16	0.2	0.2391304347826087	0.6521739130434783	0.16666666666666666	0.5555555555555556
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	16	0.3	0.2391304347826087	0.6521739130434783	0.2222222222222222	0.5555555555555556
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	16	0.4	0.21739130434782608	0.6521739130434783	0.2222222222222222	0.5555555555555556
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	16	0.5	0.21739130434782608	0.6304347826086957	0.2222222222222222	0.5555555555555556
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	16	0.6	0.21739130434782608	0.6304347826086957	0.2222222222222222	0.5555555555555556
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	16	0.7	0.21739130434782608	0.6304347826086957	0.2222222222222222	0.5555555555555556
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	16	0.8	0.21739130434782608	0.6304347826086957	0.2222222222222222	0.5555555555555556
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	16	0.9	0.21739130434782608	0.6521739130434783	0.2222222222222222	0.5555555555555556
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	16	1.0	0.1956521739130435	0.6521739130434783	0.2222222222222222	0.5555555555555556
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	17	0.0	0.2826086956521739	0.6086956521739131	0.16666666666666666	0.4444444444444444
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	17	0.1	0.32608695652173914	0.6086956521739131	0.1111111111111111	0.5
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	17	0.2	0.2608695652173913	0.5869565217391305	0.1111111111111111	0.5
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	17	0.3	0.21739130434782608	0.5869565217391305	0.16666666666666666	0.5
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	17	0.4	0.21739130434782608	0.5869565217391305	0.16666666666666666	0.4444444444444444
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	17	0.5	0.21739130434782608	0.5869565217391305	0.16666666666666666	0.4444444444444444
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	17	0.6	0.21739130434782608	0.5869565217391305	0.16666666666666666	0.4444444444444444
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	17	0.7	0.21739130434782608	0.5869565217391305	0.16666666666666666	0.4444444444444444
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	17	0.8	0.21739130434782608	0.5652173913043478	0.16666666666666666	0.4444444444444444
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	17	0.9	0.21739130434782608	0.5652173913043478	0.16666666666666666	0.4444444444444444
traceelephant	deepseek-8b	magentic	act/10	0	4	24-32	1	17	1.0	0.21739130434782608	0.5434782608695652	0.16666666666666666	0.4444444444444444
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	22	0.0	0.37209302325581395	0.6511627906976745	0.29411764705882354	0.47058823529411764
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	22	0.1	0.3953488372093023	0.6744186046511628	0.29411764705882354	0.47058823529411764
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	22	0.2	0.3953488372093023	0.6744186046511628	0.35294117647058826	0.47058823529411764
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	22	0.3	0.3953488372093023	0.6744186046511628	0.29411764705882354	0.47058823529411764
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	22	0.4	0.3953488372093023	0.6744186046511628	0.29411764705882354	0.47058823529411764
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	22	0.5	0.37209302325581395	0.6511627906976745	0.29411764705882354	0.4117647058823529
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	22	0.6	0.3488372093023256	0.627906976744186	0.29411764705882354	0.4117647058823529
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	22	0.7	0.32558139534883723	0.627906976744186	0.29411764705882354	0.47058823529411764
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	22	0.8	0.27906976744186046	0.6046511627906976	0.29411764705882354	0.47058823529411764
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	22	0.9	0.2558139534883721	0.6046511627906976	0.29411764705882354	0.5294117647058824
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	22	1.0	0.23255813953488372	0.5813953488372093	0.29411764705882354	0.5294117647058824
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	23	0.0	0.37209302325581395	0.6046511627906976	0.23529411764705882	0.7647058823529411
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	23	0.1	0.3953488372093023	0.6046511627906976	0.29411764705882354	0.8235294117647058
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	23	0.2	0.3953488372093023	0.6046511627906976	0.35294117647058826	0.8235294117647058
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	23	0.3	0.37209302325581395	0.6046511627906976	0.35294117647058826	0.8235294117647058
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	23	0.4	0.37209302325581395	0.6046511627906976	0.35294117647058826	0.8235294117647058
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	23	0.5	0.37209302325581395	0.5813953488372093	0.35294117647058826	0.8235294117647058
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	23	0.6	0.3488372093023256	0.5813953488372093	0.35294117647058826	0.8235294117647058
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	23	0.7	0.32558139534883723	0.5813953488372093	0.35294117647058826	0.8235294117647058
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	23	0.8	0.3023255813953488	0.5813953488372093	0.23529411764705882	0.7058823529411765
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	23	0.9	0.3023255813953488	0.6046511627906976	0.23529411764705882	0.7058823529411765
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	23	1.0	0.3023255813953488	0.6046511627906976	0.23529411764705882	0.7058823529411765
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	24	0.0	0.46511627906976744	0.6511627906976745	0.23529411764705882	0.5882352941176471
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	24	0.1	0.4883720930232558	0.6744186046511628	0.29411764705882354	0.6470588235294118
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	24	0.2	0.4883720930232558	0.6744186046511628	0.29411764705882354	0.5882352941176471
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	24	0.3	0.4883720930232558	0.6744186046511628	0.23529411764705882	0.5882352941176471
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	24	0.4	0.46511627906976744	0.627906976744186	0.23529411764705882	0.5882352941176471
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	24	0.5	0.46511627906976744	0.6046511627906976	0.23529411764705882	0.5882352941176471
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	24	0.6	0.4418604651162791	0.5813953488372093	0.23529411764705882	0.5882352941176471
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	24	0.7	0.3953488372093023	0.5581395348837209	0.23529411764705882	0.6470588235294118
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	24	0.8	0.37209302325581395	0.5581395348837209	0.23529411764705882	0.7058823529411765
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	24	0.9	0.37209302325581395	0.5581395348837209	0.23529411764705882	0.7058823529411765
traceelephant	deepseek-8b	captain	act/31_normed	0	18	8-16	all	24	1.0	0.32558139534883723	0.5348837209302325	0.23529411764705882	0.7058823529411765
