dataset	model	subset	seeds	position	c_begin	c_end	row	lambda	selected	step_acc_test	agent_acc_test	step_acc_val	agent_acc_val
correct-error	deepseek-8b	arc	17,18,19	act/13	0	3	temporal-z	1.0	False	0.8530701754385965	0.8859649122807018	0.825136612021858	0.8579234972677596
correct-error	deepseek-8b	arc	17,18,19	act/13	0	3	temporal-raw	0.1	True	0.7982456140350876	0.881578947368421	0.7704918032786885	0.8743169398907104
correct-error	deepseek-8b	arc	17,18,19	act/13	0	3	temporal-raw	0.2	False	0.23903508771929824	0.36403508771929827	0.17486338797814208	0.2896174863387978
correct-error	deepseek-8b	arc	17,18,19	act/13	0	3	temporal-raw	0.3	False	0.02412280701754386	0.1337719298245614	0.01639344262295082	0.1366120218579235
correct-error	deepseek-8b	arc	17,18,19	act/13	0	3	temporal-raw	0.4	False	0.02631578947368421	0.12061403508771931	0.01639344262295082	0.12568306010928962
correct-error	deepseek-8b	arc	17,18,19	act/13	0	3	temporal-raw	0.5	False	0.02850877192982456	0.10964912280701755	0.0273224043715847	0.11475409836065573
correct-error	deepseek-8b	arc	17,18,19	act/13	0	3	temporal-raw	0.6	False	0.03070175438596491	0.10526315789473684	0.0273224043715847	0.1092896174863388
correct-error	deepseek-8b	arc	17,18,19	act/13	0	3	temporal-raw	0.7	False	0.03289473684210526	0.10526315789473684	0.0273224043715847	0.10382513661202186
correct-error	deepseek-8b	arc	17,18,19	act/13	0	3	temporal-raw	0.8	False	0.03289473684210526	0.09649122807017543	0.0273224043715847	0.10382513661202186
correct-error	deepseek-8b	arc	17,18,19	act/13	0	3	temporal-raw	0.9	False	0.03289473684210526	0.08771929824561403	0.0273224043715847	0.09289617486338797
correct-error	deepseek-8b	arc	17,18,19	act/13	0	3	temporal-raw	1.0	False	0.03289473684210526	0.08771929824561403	0.0273224043715847	0.09289617486338797
correct-error	deepseek-8b	arc	17,18,19	act/13	0	3	earliest-top5	0.0	True	0.021929824561403508	0.11403508771929824	0.01092896174863388	0.11475409836065573
correct-error	deepseek-8b	arc	17,18,19	act/13	0	3	soap		True	0.8771929824561404	0.8925438596491228	0.8306010928961749	0.8524590163934427
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	base	0.0	True	0.72	0.8533333333333333	0.6	0.7666666666666666
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-z	0.1	True	0.6933333333333334	0.8533333333333333	0.6333333333333333	0.7666666666666666
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-z	0.2	False	0.6799999999999999	0.8533333333333333	0.6666666666666666	0.7666666666666666
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-z	0.3	False	0.6799999999999999	0.8533333333333333	0.6333333333333333	0.7666666666666666
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-z	0.4	False	0.6533333333333333	0.8533333333333333	0.6333333333333333	0.7666666666666666
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-z	0.5	False	0.6133333333333334	0.8400000000000001	0.6	0.7666666666666666
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-z	0.6	False	0.6133333333333334	0.8533333333333333	0.6	0.7666666666666666
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-z	0.7	False	0.6000000000000001	0.8533333333333333	0.6	0.7666666666666666
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-z	0.8	False	0.5866666666666667	0.8533333333333333	0.6	0.7666666666666666
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-z	0.9	False	0.5866666666666667	0.8533333333333333	0.5666666666666667	0.7333333333333333
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-z	1.0	False	0.5466666666666666	0.8266666666666667	0.5666666666666667	0.7333333333333333
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-raw	0.1	True	0.36	0.7866666666666666	0.39999999999999997	0.6666666666666666
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-raw	0.2	False	0.12	0.5733333333333333	0.3	0.6
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-raw	0.3	False	0.06666666666666667	0.4933333333333334	0.19999999999999998	0.5
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-raw	0.4	False	0.02666666666666667	0.42666666666666664	0.06666666666666667	0.3333333333333333
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-raw	0.5	False	0.0	0.4	0.0	0.26666666666666666
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-raw	0.6	False	0.0	0.38666666666666666	0.0	0.23333333333333334
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-raw	0.7	False	0.0	0.37333333333333335	0.0	0.2
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-raw	0.8	False	0.0	0.37333333333333335	0.0	0.2
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-raw	0.9	False	0.0	0.37333333333333335	0.0	0.2
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	temporal-raw	1.0	False	0.0	0.3466666666666667	0.0	0.2
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	earliest-top5	0.0	True	0.013333333333333334	0.41333333333333333	0.06666666666666667	0.3
correct-error	deepseek-8b	gaia	17,18,19	act/13	0	4	soap		True	0.7200000000000001	0.8533333333333334	0.6	0.7666666666666666
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	base	0.0	True	0.5271049596309112	0.698961937716263	0.4942528735632184	0.6752873563218391
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-z	0.1	True	0.5224913494809689	0.6955017301038062	0.47701149425287354	0.6724137931034482
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-z	0.2	False	0.5074971164936563	0.6839677047289503	0.46264367816091956	0.6609195402298851
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-z	0.3	False	0.49596309111880044	0.6678200692041522	0.46264367816091956	0.6695402298850575
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-z	0.4	False	0.4821222606689735	0.6597462514417531	0.44252873563218387	0.6551724137931034
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-z	0.5	False	0.4682814302191465	0.6447520184544406	0.41666666666666674	0.6408045977011494
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-z	0.6	False	0.4555940023068051	0.6366782006920415	0.4051724137931034	0.6293103448275862
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-z	0.7	False	0.4290657439446367	0.6193771626297577	0.3879310344827586	0.6178160919540231
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-z	0.8	False	0.4106113033448674	0.6113033448673587	0.3620689655172414	0.6063218390804598
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-z	0.9	False	0.37946943483275664	0.6066897347174164	0.339080459770115	0.6063218390804598
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-z	1.0	False	0.34832756632064593	0.5974625144175317	0.3045977011494253	0.6063218390804598
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-raw	0.1	True	0.14186851211072665	0.6424452133794694	0.13793103448275862	0.6609195402298851
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-raw	0.2	False	0.07381776239907728	0.6758938869665513	0.06896551724137931	0.7155172413793104
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-raw	0.3	False	0.04728950403690888	0.5709342560553633	0.04310344827586207	0.603448275862069
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-raw	0.4	False	0.03344867358708189	0.5040369088811996	0.02586206896551724	0.49999999999999994
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-raw	0.5	False	0.024221453287197228	0.3817762399077278	0.017241379310344827	0.41666666666666663
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-raw	0.6	False	0.020761245674740483	0.34486735870818913	0.014367816091954023	0.3879310344827586
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-raw	0.7	False	0.018454440599769317	0.328719723183391	0.014367816091954023	0.367816091954023
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-raw	0.8	False	0.018454440599769317	0.31718569780853517	0.014367816091954023	0.35919540229885055
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-raw	0.9	False	0.0196078431372549	0.30103806228373703	0.017241379310344827	0.339080459770115
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	temporal-raw	1.0	False	0.0196078431372549	0.2929642445213379	0.017241379310344827	0.3333333333333333
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	earliest-top5	0.0	True	0.02768166089965398	0.4682814302191465	0.022988505747126436	0.47413793103448276
correct-error	deepseek-8b	hotpot	17,18,19	act/16	0	4	soap		True	0.5271049596309112	0.698961937716263	0.4942528735632184	0.6752873563218391
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	base	0.0	True	0.5991561181434599	0.5864978902953586	0.5625	0.65625
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-z	0.1	False	0.5991561181434599	0.5907172995780591	0.5625	0.65625
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-z	0.2	False	0.5991561181434599	0.5907172995780591	0.5625	0.65625
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-z	0.3	True	0.5991561181434599	0.5907172995780591	0.5625	0.65625
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-z	0.4	False	0.5949367088607596	0.5949367088607596	0.5625	0.65625
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-z	0.5	False	0.5949367088607596	0.5949367088607596	0.5625	0.65625
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-z	0.6	False	0.5949367088607596	0.5907172995780591	0.5625	0.65625
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-z	0.7	False	0.5949367088607596	0.5864978902953586	0.5625	0.65625
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-z	0.8	False	0.5907172995780591	0.5822784810126582	0.5625	0.65625
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-z	0.9	False	0.5780590717299579	0.5780590717299579	0.5520833333333334	0.6458333333333333
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-z	1.0	False	0.5738396624472574	0.5780590717299579	0.5520833333333334	0.6458333333333333
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-raw	0.1	False	0.5991561181434599	0.5864978902953586	0.5625	0.65625
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-raw	0.2	False	0.5991561181434599	0.5907172995780591	0.5625	0.65625
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-raw	0.3	True	0.5991561181434599	0.5907172995780591	0.5625	0.65625
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-raw	0.4	False	0.5949367088607596	0.5949367088607596	0.5625	0.65625
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-raw	0.5	False	0.5949367088607596	0.5949367088607596	0.5625	0.65625
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-raw	0.6	False	0.5949367088607596	0.5907172995780591	0.5625	0.65625
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-raw	0.7	False	0.5949367088607596	0.5907172995780591	0.5625	0.65625
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-raw	0.8	False	0.5907172995780591	0.5864978902953586	0.5625	0.65625
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-raw	0.9	False	0.5864978902953586	0.5864978902953586	0.5625	0.65625
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	temporal-raw	1.0	False	0.5822784810126582	0.5780590717299577	0.5625	0.6666666666666667
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	earliest-top5	0.0	True	0.016877637130801686	0.15611814345991562	0.020833333333333332	0.125
correct-error	deepseek-8b	math500	17,18,19	act/15	1	3	soap		True	0.5991561181434598	0.5864978902953587	0.5625	0.65625
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	base	0.0	True	0.8043478260869565	0.826086956521739	0.5789473684210527	0.6842105263157895
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-z	0.1	False	0.7971014492753623	0.826086956521739	0.5789473684210527	0.6842105263157895
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-z	0.2	True	0.7971014492753623	0.826086956521739	0.5614035087719298	0.6842105263157895
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-z	0.3	False	0.7826086956521738	0.826086956521739	0.5614035087719298	0.6842105263157895
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-z	0.4	False	0.7608695652173914	0.8333333333333333	0.543859649122807	0.6842105263157895
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-z	0.5	False	0.7391304347826086	0.8405797101449275	0.543859649122807	0.6842105263157895
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-z	0.6	False	0.7391304347826086	0.8405797101449275	0.543859649122807	0.6666666666666666
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-z	0.7	False	0.7318840579710144	0.8405797101449275	0.543859649122807	0.6666666666666666
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-z	0.8	False	0.7246376811594204	0.8405797101449275	0.5263157894736843	0.6666666666666666
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-z	0.9	False	0.7101449275362319	0.8405797101449275	0.5263157894736843	0.6666666666666666
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-z	1.0	False	0.7101449275362319	0.8405797101449275	0.543859649122807	0.6842105263157895
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-raw	0.1	True	0.7101449275362319	0.8478260869565217	0.5087719298245614	0.6842105263157895
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-raw	0.2	False	0.6666666666666666	0.8478260869565217	0.5087719298245614	0.7192982456140351
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-raw	0.3	False	0.3695652173913043	0.5652173913043478	0.24561403508771928	0.49122807017543857
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-raw	0.4	False	0.22463768115942032	0.42028985507246375	0.15789473684210525	0.40350877192982454
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-raw	0.5	False	0.15217391304347827	0.34782608695652173	0.12280701754385964	0.3684210526315789
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-raw	0.6	False	0.11594202898550723	0.30434782608695654	0.08771929824561403	0.2982456140350877
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-raw	0.7	False	0.10144927536231883	0.2753623188405797	0.07017543859649122	0.2631578947368421
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-raw	0.8	False	0.06521739130434782	0.18840579710144928	0.07017543859649122	0.19298245614035087
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-raw	0.9	False	0.07971014492753623	0.17391304347826086	0.07017543859649122	0.17543859649122806
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	temporal-raw	1.0	False	0.09420289855072464	0.16666666666666669	0.10526315789473684	0.17543859649122806
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	earliest-top5	0.0	True	0.021739130434782608	0.09420289855072464	0.03508771929824561	0.12280701754385964
correct-error	deepseek-8b	mmlu_pro	17,18,19	act/8	0	3	soap		True	0.8043478260869565	0.8260869565217392	0.5789473684210525	0.6842105263157894
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	base	0.0	True	0.4465811965811966	0.7564102564102564	0.455026455026455	0.7671957671957672
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-z	0.1	True	0.43162393162393164	0.7542735042735043	0.4444444444444444	0.7671957671957672
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-z	0.2	False	0.41025641025641024	0.7521367521367521	0.42857142857142855	0.7671957671957672
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-z	0.3	False	0.4017094017094017	0.7521367521367521	0.41798941798941797	0.7671957671957672
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-z	0.4	False	0.3846153846153847	0.7521367521367521	0.4021164021164021	0.7671957671957672
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-z	0.5	False	0.37606837606837606	0.7542735042735043	0.3915343915343915	0.7671957671957672
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-z	0.6	False	0.3632478632478633	0.7542735042735043	0.36507936507936506	0.7671957671957672
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-z	0.7	False	0.33974358974358976	0.7542735042735043	0.3439153439153439	0.7671957671957672
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-z	0.8	False	0.3247863247863248	0.7478632478632479	0.30687830687830686	0.7619047619047619
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-z	0.9	False	0.2948717948717949	0.7435897435897436	0.2804232804232804	0.7619047619047619
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-z	1.0	False	0.28632478632478636	0.7435897435897436	0.2698412698412698	0.7619047619047619
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-raw	0.1	True	0.21153846153846156	0.7307692307692308	0.19576719576719576	0.7619047619047619
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-raw	0.2	False	0.1346153846153846	0.7435897435897436	0.10582010582010581	0.7619047619047619
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-raw	0.3	False	0.10897435897435898	0.7393162393162394	0.08994708994708994	0.7566137566137566
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-raw	0.4	False	0.04487179487179488	0.7094017094017093	0.042328042328042326	0.7301587301587301
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-raw	0.5	False	0.038461538461538464	0.7136752136752137	0.031746031746031744	0.7354497354497354
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-raw	0.6	False	0.03632478632478632	0.6645299145299145	0.026455026455026454	0.6825396825396826
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-raw	0.7	False	0.038461538461538464	0.6047008547008547	0.026455026455026454	0.5820105820105821
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-raw	0.8	False	0.038461538461538464	0.5918803418803419	0.037037037037037035	0.5714285714285715
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-raw	0.9	False	0.03418803418803419	0.5576923076923077	0.037037037037037035	0.5132275132275133
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	temporal-raw	1.0	False	0.03632478632478632	0.5341880341880342	0.037037037037037035	0.5079365079365079
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	earliest-top5	0.0	True	0.038461538461538464	0.5854700854700854	0.026455026455026454	0.5767195767195767
correct-error	deepseek-8b	musique	17,18,19	act/13	0	6	soap		True	0.4465811965811965	0.7564102564102564	0.4550264550264549	0.7671957671957671
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	base	0.0	True	0.5186194368755677	0.6866485013623979	0.5056689342403629	0.7301587301587302
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-z	0.1	True	0.5140781108083561	0.6857402361489555	0.49433106575963714	0.7301587301587302
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-z	0.2	False	0.5040871934604905	0.6848319709355132	0.4852607709750567	0.7301587301587302
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-z	0.3	False	0.4995458673932788	0.6839237057220708	0.4807256235827664	0.7256235827664399
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-z	0.4	False	0.4904632152588556	0.6839237057220708	0.47165532879818595	0.7324263038548753
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-z	0.5	False	0.4786557674841053	0.6866485013623979	0.4444444444444445	0.7301587301587301
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-z	0.6	False	0.4659400544959128	0.6875567665758402	0.4467120181405896	0.7346938775510204
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-z	0.7	False	0.45231607629427795	0.6884650317892825	0.4331065759637188	0.7324263038548753
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-z	0.8	False	0.42779291553133514	0.6884650317892825	0.41950113378684806	0.7324263038548753
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-z	0.9	False	0.40326975476839233	0.6875567665758402	0.40362811791383224	0.7324263038548753
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-z	1.0	False	0.3805631244323342	0.6857402361489555	0.3854875283446712	0.7301587301587301
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-raw	0.1	True	0.1226158038147139	0.6866485013623977	0.13378684807256236	0.7414965986394558
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-raw	0.2	False	0.06539509536784742	0.6857402361489555	0.09070294784580499	0.746031746031746
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-raw	0.3	False	0.03905540417801998	0.6811989100817439	0.05215419501133786	0.7369614512471656
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-raw	0.4	False	0.018165304268846504	0.6566757493188011	0.0272108843537415	0.6961451247165532
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-raw	0.5	False	0.009990917347865577	0.6348773841961853	0.015873015873015872	0.6621315192743764
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-raw	0.6	False	0.006357856494096276	0.5440508628519528	0.011337868480725623	0.5850340136054422
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-raw	0.7	False	0.004541326067211625	0.49682107175295187	0.011337868480725623	0.5578231292517006
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-raw	0.8	False	0.004541326067211625	0.45231607629427795	0.011337868480725623	0.5170068027210885
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-raw	0.9	False	0.005449591280653951	0.39509536784741145	0.011337868480725623	0.45351473922902497
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	temporal-raw	1.0	False	0.007266121707538601	0.35967302452316074	0.015873015873015872	0.4058956916099773
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	earliest-top5	0.0	True	0.027247956403269755	0.6466848319709355	0.03174603174603175	0.6984126984126984
correct-error	deepseek-8b	wikimqa	17,18,19	act/12	0	3	soap		True	0.553133514986376	0.6948228882833788	0.582766439909297	0.7369614512471655
